ac-df,ac-ro,am-ap,am-df,ap-pa,ba-df,ba-mg,ba-se,ce-ba,ce-mg,ce-pi,ce-rj,ce-rn,ce-rr,ce-sp,df-am,df-ba,df-mg,df-mt,df-to,es-mg,es-rj,go-to,ma-df,ma-pi,mg-ba,mg-df,mg-sp,ms-mt,mt-df,mt-ro,pa-ap,pa-to,pb-ba,pb-pe,pb-rn,pe-pb,pi-ce,pi-ma,pr-sp,rj-sp,rn-ce,rn-pb,ro-ac,ro-mt,rr-am,rs-pr,rs-sp,sc-pr,se-ba,sp-ce,sp-mg,to-df,to-go,to-pa
"[-0.0887290410839616, 1.4325468462415931, 1.0, 1.0]","[0.9449377583599802, 2.64532632688831, 1.6954182607446033, 1.6954182607446033]","[0.39490181344795033, 1.8791939233725496, 1.0, 1.0]","[0.05344090770006294, 1.4762524743921848, 1.0, 1.0]","[1.6379685611085528, 3.699346468335238, 1.5807843292563286, 1.5807843292563286]","[0.15385490540714156, 3.2381146768491855, 1.6167072797141762, 1.6167072797141762]","[0.10574770198196298, 2.088675588853605, 1.0, 1.0]","[0.20945092189574735, 1.659731579940419, 1.0, 1.0]","[0.35803033913336646, 2.356387596957017, 1.6167072797141762, 1.6167072797141762]","[1.0407979300185806, 2.4286730427201335, 2.0, 2.0]","[-0.11978604134648091, 1.995754077108633, 1.512147519731584, 1.512147519731584]","[1.765460396973401, 3.2176672512300932, 3.0, 3.0]","[1.031963569582484, 3.5781555307067214, 3.5781555307067214, 3.5781555307067214]","[-0.1544524789930348, 1.3592106040535499, 1.0, 1.0]","[0.26473136062748676, 3.41365978225221, 1.6167072797141762, 1.6167072797141762]","[-0.17220186249101954, 1.7241282931290955, 1.0, 1.0]","[-0.9966261958145721, 2.16589691257225, 1.0, 1.0]","[0.9256783344370901, 4.563704261601151, 3.1387104789628975, 3.1387104789628975]","[0.801637722248609, 3.2162671740794955, 2.3777381644259807, 2.3777381644259807]","[-0.3398804241219957, 4.473973100888233, 1.0, 1.0]","[1.0407979300185806, 2.4286730427201335, 2.0, 2.0]","[1.765460396973401, 3.2176672512300932, 3.0, 3.0]","[0.9005097437246926, 2.237426993722681, 1.0, 1.0]","[-0.31184136124582457, 1.739680317242841, 1.0, 1.0]","[0.9274149283903701, 2.351595223444554, 1.7013811259728677, 1.7013811259728677]","[-0.9223067260538599, 2.311762545277911, 1.0, 1.0]","[0.7828105935408816, 5.173227610171246, 1.7279581560248343, 1.7279581560248343]","[0.9020951406105406, 4.814575389213582, 2.6759109922547317, 2.6759109922547317]","[0.07377663764253278, 1.4906908104459027, 1.0, 1.0]","[-0.49027452589936404, 3.1717504301623913, 1.6377928041432808, 1.6377928041432808]","[1.234868624092024, 3.190178400337568, 2.5111574561517838, 2.5111574561517838]","[1.5680473484043125, 2.8449921451349707, 1.7013811259728677, 1.7013811259728677]","[0.25557299962791474, 3.344744508167033, 2.0856607314462146, 2.0856607314462146]","[0.9050561404199822, 2.3135332742412356, 1.7013811259728677, 1.7013811259728677]","[1.1662846754301646, 2.6285535642734823, 2.2693429602199324, 2.2693429602199324]","[1.6517921568541514, 3.052976349417422, 2.4027622519457354, 2.4027622519457354]","[1.8227239104328583, 3.6162765759956863, 2.4027622519457354, 2.4027622519457354]","[0.5978923537180556, 2.6284293076156104, 2.318088405687044, 2.318088405687044]","[0.300579741326798, 2.2552960946031138, 1.0, 1.0]","[0.6130668872569699, 2.8323273313619297, 1.809776330178916, 1.809776330178916]","[1.765460396973401, 3.2176672512300932, 3.0, 3.0]","[1.614740124592027, 3.398502007399868, 1.7013811259728677, 1.7013811259728677]","[0.9384628911822115, 3.0233049758833674, 3.0233049758833674, 3.0233049758833674]","[1.3741780621232624, 2.745595434612117, 2.2693429602199324, 2.2693429602199324]","[0.6162396645698887, 3.061370407480892, 2.333211064887884, 2.333211064887884]","[0.3949018134479499, 1.8791939233725496, 1.0, 1.0]","[1.7753264826691848, 5.882226550111661, 2.4879879453122484, 2.4879879453122484]","[0.44190744696638323, 1.9271724383006146, 1.5679618342470647, 1.5679618342470647]","[0.8137630060852258, 2.6108675842237714, 1.809776330178916, 1.809776330178916]","[-0.49596895012602793, 1.728999252977227, 1.0, 1.0]","[0.10550215039790492, 3.9584469235400612, 2.6567505714968433, 2.6567505714968433]","[0.46818380817164984, 5.188359062050008, 1.7279581560248343, 1.7279581560248343]","[0.803328164313813, 3.6362153782392626, 2.0562591988980774, 2.0562591988980774]","[0.3228488607402253, 1.6558577764189597, 1.0, 1.0]","[1.1399967479393762, 2.9606114600325215, 1.7013811259728677, 1.7013811259728677]"
