ac-df,ac-go,ac-ro,am-df,am-rr,ap-pa,ba-mg,ba-se,ce-pi,ce-rn,ce-sp,df-am,df-go,df-mg,df-mt,df-to,go-to,ma-pi,mg-ba,mg-df,mg-sp,mt-df,mt-ro,pa-ap,pa-to,pb-pe,pb-rn,pe-pb,pi-ce,pi-ma,rn-ce,rn-pb,ro-ac,ro-mt,rs-pr,se-ba,sp-ce,sp-mg,to-df,to-pa
"[2.2423452943614057, 4.010470273456645, 3.0, 3.0]","[2.2423452943614057, 4.010470273456645, 3.0, 3.0]","[1.3528329673055837, 2.9805076760941294, 2.254023920956329, 2.254023920956329]","[-0.20039009254098572, 2.465120835891184, 1.6956083436402523, 1.6956083436402523]","[0.37673601190371253, 2.230887653785405, 1.6956083436402523, 1.6956083436402523]","[1.9582504958971296, 3.718871771333127, 1.6956083436402523, 1.6956083436402523]","[-0.2572547879921851, 2.327235086021101, 1.6956083436402523, 1.6956083436402523]","[-0.022733794108627747, 1.9437687307140359, 1.6956083436402525, 1.6956083436402525]","[-0.6567692077940509, 2.233092193526822, 2.233092193526822, 2.233092193526822]","[-0.4656780132427817, 3.030722612647549, 3.030722612647549, 3.030722612647549]","[0.2759218381466362, 3.986267812391417, 1.683130051063973, 1.683130051063973]","[-0.005331971914632527, 1.7264837551378, 1.0, 1.0]","[2.2423452943614057, 4.010470273456645, 3.0, 3.0]","[0.5763096661600849, 5.46113704803701, 3.6486389185201427, 3.6486389185201427]","[1.154946798888359, 4.7103448502936764, 2.80958099704771, 2.80958099704771]","[0.5457345519650725, 3.679620307854825, 2.875355658346943, 2.875355658346943]","[0.5377434147270721, 2.2016747184492917, 1.0, 1.0]","[0.5021066806757121, 2.362003751944391, 1.6956083436402525, 1.6956083436402525]","[-0.7746641214030286, 2.0523613776465903, 1.6956083436402525, 1.6956083436402525]","[1.09545591826945, 6.069311640763686, 2.9826972837881147, 2.395101723730444]","[0.4144414812218831, 5.749275290891407, 3.157032538529313, 2.6332230147197895]","[0.7473529216870682, 3.662161846989026, 2.875355658346943, 2.875355658346943]","[0.5803299658178411, 3.148250886955157, 2.3787383947042255, 2.3787383947042255]","[1.734900951123929, 3.4849115747417345, 2.9496322645965813, 2.9496322645965813]","[0.8890903993457486, 3.194182918356082, 1.6831300510639733, 1.6831300510639733]","[0.6754575974744709, 2.6279021715093123, 2.254023920956329, 2.254023920956329]","[1.8246405764917006, 3.6663954083041386, 3.0, 3.0]","[1.8246405764917006, 3.6663954083041386, 3.0, 3.0]","[-0.020158400500159046, 2.653612103078736, 2.3787383947042255, 2.3787383947042255]","[0.059274891470524116, 2.0694865941932354, 1.6956083436402523, 1.6956083436402523]","[1.8246405764917006, 3.6663954083041386, 3.0, 3.0]","[0.22904924397917542, 3.0358651654463085, 3.0358651654463085, 3.0358651654463085]","[0.9198113985454172, 2.706078617096897, 1.6956083436402523, 1.6956083436402523]","[1.2028376926430844, 3.5427675161851804, 2.4983813155597385, 2.4983813155597385]","[0.577319144342411, 6.228881545272494, 2.436429008834156, 1.168991648098136]","[0.3371804552892963, 2.1349731757066825, 1.6956083436402523, 1.6956083436402523]","[-1.5195674227373488, 3.492258264291092, 2.744501763185126, 2.744501763185126]","[0.6421834610740729, 6.080022112016965, 2.3865451644271847, 1.1828938399393119]","[0.6734903774725004, 3.9799158903252403, 2.8095809970477106, 2.8095809970477106]","[1.2187616925655742, 3.734560474477337, 2.4983813155597385, 2.4983813155597385]"
