1.000000000000000000e+00,5.569579929243793082e-01,4.062499999999996669e-01,4.084912231187826648e-01,2.211344906679258704e-01,6.761234037828132148e-01,4.719399037242691386e-01,8.663791001045906270e-02,7.921180343813386537e-01,4.719399037242691386e-01,-7.118684968143747238e-02,4.494665749754950257e-02,1.408590424547526698e-01,8.989331499509897183e-01,2.211344906679258704e-01,-1.685499656158103987e-01,-1.267731382092774084e-01,-1.874999999999999445e-01,-1.020620726159657543e-01,-7.118684968143740299e-02,-1.485221314465011433e-01,-1.267731382092774917e-01,-1.267731382092774084e-01,-1.485221314465011433e-01,-1.267731382092774917e-01,-1.485221314465011433e-01,-1.020620726159657543e-01,-1.020620726159657543e-01,-1.485221314465011988e-01,-1.020620726159657543e-01,-1.267731382092774084e-01,-1.267731382092774084e-01,3.217979514674190744e-01,5.569579929243791971e-01
5.569579929243791971e-01,1.000000000000000000e+00,5.569579929243791971e-01,5.355695416036627687e-01,3.031695312954162946e-01,8.535639569308373087e-01,6.275038970556002793e-01,1.617647058823531159e-01,7.205882352941175295e-01,6.275038970556002793e-01,-5.638838744346007237e-02,1.201603207127743961e-01,2.175751262764880900e-01,6.275038970556001683e-01,3.031695312954162946e-01,-1.335114674586383721e-01,-1.004192890506868108e-01,-1.485221314465011988e-01,-8.084520834544434154e-02,-5.638838744346009318e-02,-1.176470588235294101e-01,-1.004192890506867830e-01,-1.004192890506868108e-01,-1.176470588235294101e-01,-1.004192890506867830e-01,-1.176470588235294379e-01,-8.084520834544432766e-02,-8.084520834544432766e-02,-1.176470588235294101e-01,-8.084520834544432766e-02,-1.004192890506868108e-01,-1.004192890506868108e-01,4.411764705882353921e-01,7.205882352941175295e-01
4.062499999999996669e-01,5.569579929243793082e-01,1.000000000000000000e+00,4.084912231187826648e-01,2.211344906679258704e-01,6.761234037828132148e-01,6.854365268376290121e-01,8.663791001045906270e-02,5.569579929243791971e-01,8.989331499509892742e-01,3.796631983009990940e-01,4.494665749754948175e-02,1.408590424547526421e-01,4.719399037242691941e-01,2.211344906679258704e-01,-1.685499656158103987e-01,-1.267731382092774362e-01,1.041666666666661752e-02,-1.020620726159657543e-01,-7.118684968143740299e-02,-1.485221314465011155e-01,-1.267731382092774917e-01,-1.267731382092774084e-01,-1.485221314465011155e-01,-1.267731382092774917e-01,-1.485221314465011433e-01,-1.020620726159657543e-01,-1.020620726159657543e-01,-1.485221314465011433e-01,-1.020620726159657543e-01,-1.267731382092774362e-01,-1.267731382092774084e-01,3.217979514674190744e-01,7.921180343813392088e-01
4.084912231187826648e-01,5.355695416036626577e-01,4.084912231187826648e-01,9.999999999999997780e-01,3.680349649825887526e-01,6.380952380952378267e-01,4.634396776025273001e-01,2.175751262764880622e-01,5.355695416036625467e-01,4.634396776025273001e-01,-4.813109511118897343e-02,1.747395505714447739e-01,2.761904761904759864e-01,4.634396776025274667e-01,3.680349649825887526e-01,-1.139605764596378773e-01,-8.571428571428568732e-02,-1.267731382092774917e-01,-6.900655593423540846e-02,-4.813109511118893180e-02,-1.004192890506867414e-01,-8.571428571428570120e-02,-8.571428571428568732e-02,-1.004192890506867414e-01,-8.571428571428570120e-02,-1.004192890506867414e-01,-6.900655593423540846e-02,-6.900655593423540846e-02,-1.004192890506867830e-01,-6.900655593423540846e-02,-8.571428571428568732e-02,-8.571428571428568732e-02,8.535639569308371977e-01,5.355695416036625467e-01
2.211344906679258704e-01,3.031695312954162946e-01,2.211344906679258704e-01,3.680349649825888081e-01,1.000000000000000000e+00,3.680349649825888081e-01,2.568915451961509833e-01,6.871842709362765422e-01,3.031695312954162391e-01,2.568915451961509833e-01,-3.874921291460640960e-02,6.055300708194990555e-01,8.050764858994130524e-01,2.568915451961510943e-01,1.000000000000000000e+00,-9.174698042719676983e-02,-6.900655593423540846e-02,-1.020620726159657821e-01,-5.555555555555555941e-02,-3.874921291460642347e-02,-8.084520834544429990e-02,-6.900655593423543621e-02,-6.900655593423540846e-02,-8.084520834544429990e-02,-6.900655593423543621e-02,-8.084520834544432766e-02,-5.555555555555553859e-02,-5.555555555555553859e-02,-8.084520834544429990e-02,-5.555555555555553859e-02,-6.900655593423540846e-02,-6.900655593423540846e-02,3.031695312954162391e-01,3.031695312954162391e-01
6.761234037828131038e-01,8.535639569308373087e-01,6.761234037828131038e-01,6.380952380952378267e-01,3.680349649825887526e-01,9.999999999999997780e-01,7.521398046336105203e-01,2.175751262764880622e-01,8.535639569308371977e-01,7.521398046336105203e-01,-4.813109511118897343e-02,1.747395505714447739e-01,2.761904761904760419e-01,7.521398046336106313e-01,3.680349649825887526e-01,-1.139605764596378773e-01,-8.571428571428568732e-02,-1.267731382092774639e-01,-6.900655593423540846e-02,-4.813109511118893180e-02,-1.004192890506867414e-01,-8.571428571428570120e-02,-8.571428571428568732e-02,-1.004192890506867414e-01,-8.571428571428570120e-02,-1.004192890506867414e-01,-6.900655593423540846e-02,-6.900655593423540846e-02,-1.004192890506867830e-01,-6.900655593423540846e-02,-8.571428571428568732e-02,-8.571428571428568732e-02,5.355695416036625467e-01,8.535639569308371977e-01
4.719399037242690831e-01,6.275038970556001683e-01,6.854365268376289011e-01,4.634396776025272446e-01,2.568915451961509833e-01,7.521398046336104093e-01,1.000000000000000000e+00,1.201603207127743406e-01,6.275038970556000573e-01,7.696969696969699903e-01,-6.399221901922216849e-02,7.878787878787883725e-02,1.747395505714448571e-01,5.393939393939395366e-01,2.568915451961509833e-01,-1.515151515151515749e-01,-1.139605764596378773e-01,-1.685499656158104542e-01,-9.174698042719675595e-02,-6.399221901922214073e-02,-1.335114674586382333e-01,-1.139605764596379051e-01,-1.139605764596378773e-01,-1.335114674586382333e-01,-1.139605764596379051e-01,-1.335114674586382333e-01,-9.174698042719675595e-02,-9.174698042719675595e-02,-1.335114674586383166e-01,-9.174698042719675595e-02,-1.139605764596378773e-01,-1.139605764596378773e-01,3.738321088841870532e-01,8.811756852270126172e-01
8.663791001045906270e-02,1.617647058823531159e-01,8.663791001045906270e-02,2.175751262764880345e-01,6.871842709362766533e-01,2.175751262764880345e-01,1.201603207127743406e-01,1.000000000000000000e+00,1.617647058823530881e-01,1.201603207127743822e-01,-5.638838744346008625e-02,3.738321088841872197e-01,8.535639569308378638e-01,1.201603207127743822e-01,6.871842709362766533e-01,-1.335114674586383166e-01,-1.004192890506867553e-01,-1.485221314465011988e-01,-8.084520834544434154e-02,-5.638838744346010706e-02,-1.176470588235294379e-01,-1.004192890506867830e-01,-1.004192890506867553e-01,-1.176470588235294379e-01,-1.004192890506867830e-01,-1.176470588235294101e-01,-8.084520834544432766e-02,-8.084520834544432766e-02,-1.176470588235294379e-01,-8.084520834544432766e-02,-1.004192890506867553e-01,-1.004192890506867553e-01,1.617647058823530881e-01,1.617647058823530881e-01
7.921180343813386537e-01,7.205882352941175295e-01,5.569579929243791971e-01,5.355695416036626577e-01,3.031695312954161836e-01,8.535639569308371977e-01,6.275038970556001683e-01,1.617647058823530881e-01,9.999999999999997780e-01,6.275038970555999462e-01,-5.638838744346006543e-02,1.201603207127743544e-01,2.175751262764880622e-01,8.811756852270129503e-01,3.031695312954161836e-01,-1.335114674586383443e-01,-1.004192890506867691e-01,-1.485221314465012266e-01,-8.084520834544432766e-02,-5.638838744346008625e-02,-1.176470588235294101e-01,-1.004192890506867969e-01,-1.004192890506867830e-01,-1.176470588235294101e-01,-1.004192890506867969e-01,-1.176470588235294101e-01,-8.084520834544431378e-02,-8.084520834544431378e-02,-1.176470588235294101e-01,-8.084520834544431378e-02,-1.004192890506867691e-01,-1.004192890506867830e-01,4.411764705882352811e-01,7.205882352941174185e-01
4.719399037242690831e-01,6.275038970556001683e-01,8.989331499509892742e-01,4.634396776025272446e-01,2.568915451961509833e-01,7.521398046336104093e-01,7.696969696969699903e-01,1.201603207127743822e-01,6.275038970556000573e-01,1.000000000000000000e+00,4.223486455268661843e-01,7.878787878787883725e-02,1.747395505714448294e-01,5.393939393939395366e-01,2.568915451961509833e-01,-1.515151515151515749e-01,-1.139605764596378773e-01,-1.685499656158104542e-01,-9.174698042719674207e-02,-6.399221901922215461e-02,-1.335114674586382055e-01,-1.139605764596379328e-01,-1.139605764596378773e-01,-1.335114674586382055e-01,-1.139605764596379328e-01,-1.335114674586382333e-01,-9.174698042719674207e-02,-9.174698042719674207e-02,-1.335114674586383166e-01,-9.174698042719674207e-02,-1.139605764596378773e-01,-1.139605764596378773e-01,3.738321088841870532e-01,8.811756852270126172e-01
