rs-pr,sp-mg,mg-df,mg-sp,sp-rs,df-mg,rs-sp,df-to,to-df,ce-sp,mt-df,df-mt,ro-mt,rn-ce,sp-ce,mt-ro,ap-pa,pe-pb,to-pa,pb-rn,pa-to,ac-ro,pa-ap,rn-pb,ce-rn,pi-ce,am-df,ro-ac,pb-pe,ma-pi,am-rr,ce-pi,df-am,rr-am,to-go,ba-mg,go-to,pi-ma,se-ba,mg-ba,ba-df,am-ap,pr-rs,ce-ba,es-mg,ce-mg,ba-se,es-rj,ce-rj,sp-pr,ms-mt,rj-sp,pr-sp,ma-df,sc-pr,pb-ba,mg-rj,sp-rj,df-ba,ms-pr,sc-rs,sc-sp,ac-df
27.432986886436662,26.62849876610866,26.25161804254537,25.59659865745131,25.59558877428651,24.168246251598767,24.14718637138222,19.222255087160534,17.53827406853196,17.392614346122905,16.406195253037197,16.13225588844279,15.914821175304235,15.88768757541821,15.47694154256869,15.433232536304518,15.382374974903163,15.340862113334543,14.941521446378621,14.775280290945075,14.573456300905907,13.675376964585222,13.590301631337681,13.311823866153865,13.045192463770537,12.779168955588435,12.163203068631896,11.871008554193276,11.220689353955981,11.151351221594698,11.039539544936684,10.555159032084198,10.477109860736098,9.50862382518703,9.271685181589357,9.193545591641929,9.164642563419603,8.937971294416068,8.815900349803586,8.02387891025246,6.188649517681173,5.124031776206553,4.08592447812779,3.015461297919007,1.9637672201898309,1.9637672201898309,1.3208470727250123,1.146542099549686,1.146542099549686,0.9332410322264488,0.024343691045991905,-0.03128300225425183,-0.14469906801732382,-0.22612303759509636,-0.3627291013069055,-0.7425101974965371,-0.8897722726137489,-1.473131949713785,-2.186086928022825,-2.4461662567703253,-2.9714484243679764,-3.2058504016920977,-3.4094218303938297
