pe-pb,pb-rn,rn-ce,pa-ap,ac-ro,ap-pa,ro-ac,mt-ro,mg-df,to-pa,ro-mt,rs-pr,sp-mg,df-mg,mg-sp,sp-rs,am-rr,ma-pi,to-df,df-mt,pb-pe,am-df,rs-sp,rn-pb,ce-sp,to-go,mt-df,pi-ce,pa-to,go-to,rr-am,pi-ma,ba-mg,df-am,df-to,se-ba,am-ap,ce-pi,es-mg,ce-mg,sp-pr,ce-rn,es-rj,ce-rj,pr-rs,mg-ba,rj-sp,ce-ba,ba-se,sc-pr,pr-sp,ba-df,pb-ba,ms-mt,mg-rj,ma-df,ms-pr,df-ba,ac-df,sc-sp,sc-rs,sp-rj,sp-ce
6.558641854912105,6.556596367101376,6.249258744478057,6.082757507753108,5.937181683703644,5.273849505395707,4.891313486360573,4.890842959864725,4.823617214171206,4.788094904302697,4.736068137837177,4.727696872843256,4.569401600951593,4.443018046434693,4.377838368662134,4.198185311101021,3.4214335353384717,3.366782273164983,3.3555892250233086,2.9907440916558197,2.912736215379299,2.033722781043767,1.9549660636442603,1.90881148782608,1.8526588457449662,1.8439576648324512,1.8387500231527438,1.784168826103669,1.4819734145820933,1.1320583295441182,0.6478466749845269,0.49071126490511635,0.48311939536676124,0.45874281438538267,0.25475981314891516,0.12143769612870152,-0.5634462368698993,-0.972905915525316,-1.2060755989189127,-1.2060755989189127,-1.3247540726332054,-1.3297356372203923,-1.4960314342229784,-1.4960314342229784,-1.5764118567729557,-1.6168514639674412,-1.767915360730006,-1.7896743314851078,-1.855498778012302,-2.1558922688288673,-2.457317706712096,-2.654071005078054,-2.65690983319598,-2.7572886206971896,-3.346689848939282,-3.365288991672227,-3.5942551163034637,-3.9268847493777934,-4.057712378708524,-4.1067629436503745,-4.270911703871188,-4.281669695180148,-4.7179408305356425
