ac-ro,am-df,ap-pa,ba-mg,ba-se,ce-pi,ce-rn,ce-rr,ce-sp,df-am,df-mg,df-mt,df-to,go-to,ma-pi,mg-ba,mg-df,mg-sp,mt-df,mt-ro,pa-ap,pa-to,pb-pe,pb-rn,pe-pb,pi-ce,pi-ma,rn-ce,rn-pb,ro-ac,ro-mt,rs-pr,se-ba,sp-ce,sp-mg,to-df,to-go,to-pa
"[1.5202409446891643, 2.9823745346281796, 2.25589199693247, 2.25589199693247]","[-0.15633001879031166, 1.5835029022157208, 1.0, 1.0]","[2.077994221752725, 3.632700182022442, 1.6963106238227914, 1.6963106238227914]","[-0.004625808849479357, 2.3229750695083573, 1.6963106238227914, 1.6963106238227914]","[0.17311615187392676, 1.9659905688080883, 1.6963106238227914, 1.6963106238227914]","[-0.4215995112972805, 2.187300876853774, 1.6963106238227914, 1.6963106238227914]","[-0.1754114746052572, 2.9741787464976754, 2.9741787464976754, 2.9741787464976754]","[-0.5182427413749942, 1.3418817293789138, 1.0, 1.0]","[-0.04439881889958658, 3.7194329401716435, 1.6020797289396147, 1.6020797289396147]","[0.16667649766038173, 1.7264825376957098, 1.0, 1.0]","[1.0599155916586094, 5.33487287946556, 3.631051136460756, 3.631051136460756]","[0.4713447256118415, 3.4059679096967317, 2.9240363123552324, 2.9240363123552324]","[0.8887322196697036, 4.158764851662636, 2.9086192104350794, 2.9086192104350794]","[0.706971964899551, 2.203213832318506, 1.0, 1.0]","[0.6313451115884752, 2.3001823719407906, 1.6963106238227914, 1.6963106238227914]","[-0.4912108929198749, 2.0836089584435333, 1.6963106238227914, 1.6963106238227914]","[0.9279447856093561, 5.391124891257215, 3.0784358132811773, 2.555459452912686]","[0.9972182579148687, 5.631286188771174, 3.1291167100420103, 3.1291167100420103]","[1.048573582704952, 3.6614796946681105, 2.881694783890971, 2.881694783890971]","[0.9795670060902923, 3.3379404312926115, 2.4999481872388714, 2.4999481872388714]","[1.8636255240722892, 3.4528554444840998, 2.392621247645583, 2.392621247645583]","[-0.026622502976746718, 2.5268442782443867, 1.530097711963927, 1.530097711963927]","[0.835321705653788, 2.5977737263113836, 2.25589199693247, 2.25589199693247]","[1.9521211343828202, 3.603871748117999, 3.0, 3.0]","[1.9521211343828202, 3.603871748117999, 3.0, 3.0]","[0.1668703484646687, 2.5635553957073616, 2.2983903527624063, 2.2983903527624063]","[0.22158729643672176, 2.038192353201705, 1.6963106238227914, 1.6963106238227914]","[1.9521211343828202, 3.603871748117999, 3.0, 3.0]","[0.4598094292235808, 2.9909384402698542, 2.4999481872388714, 2.4999481872388714]","[1.1972344282384706, 2.8393948991481905, 2.25589199693247, 2.25589199693247]","[1.443449798338049, 3.5432792995911035, 2.4999481872388714, 2.4999481872388714]","[0.9031577240119901, 5.937110422551487, 2.369910573450632, 1.2383535936319563]","[0.5119305153058493, 2.1326637349256714, 1.6963106238227914, 1.6963106238227914]","[-1.2319999572848372, 3.6185855041706247, 1.6109598099719176, 1.6109598099719176]","[0.6102093678736038, 5.530211614191149, 2.4250232737965574, 1.8164426543463728]","[0.8937307263850995, 3.8273946857214205, 2.6666820044959176, 2.6666820044959176]","[0.38396544844885727, 2.060234196838517, 1.0, 1.0]","[1.4053483553684165, 3.6877060647579896, 2.380963820704249, 2.380963820704249]"
