ac-df,ac-ro,am-ap,am-df,am-rr,ap-pa,ba-df,ba-mg,ba-se,ce-ba,ce-mg,ce-pi,ce-rn,ce-sp,df-am,df-ba,df-mg,df-mt,df-to,es-ba,es-mg,go-to,ma-df,ma-pi,mg-ba,mg-df,mg-sp,ms-mt,mt-df,mt-ro,pa-to,pb-pe,pb-rn,pe-pb,pi-ce,pi-ma,pr-rs,pr-sp,rn-ce,rn-pb,ro-ac,ro-mt,rr-am,rs-pr,rs-sp,sc-pr,se-ba,sp-ce,sp-mg,sp-pr,sp-rs,to-df,to-go
"[-0.1644095340090738, 1.3329971422913318, 1.0, 1.0]","[0.9074082797248267, 2.615341880248519, 1.6167072797141762, 1.6167072797141762]","[0.5203526691586808, 2.000508680488658, 1.5679618342470647, 1.5679618342470647]","[0.4164235672110084, 2.398580101871834, 1.7013811259728677, 1.7013811259728677]","[0.8001361465811274, 2.190383328716015, 1.7013811259728677, 1.7013811259728677]","[0.07345556301639655, 2.6295391448334553, 2.3295391448334555, 2.3295391448334555]","[-0.6799305988556967, 2.1639574114217934, 1.553111384252603, 1.553111384252603]","[0.19581932883373016, 2.183286931521946, 1.0, 1.0]","[0.7429939653792774, 2.147484822683562, 1.0, 1.0]","[-0.4601558724450259, 2.33517704513218, 1.0, 1.0]","[1.0748347525115758, 2.462622301269946, 2.0, 2.0]","[0.6483699716630438, 2.133927972214461, 1.7013811259728677, 1.7013811259728677]","[0.8793875273175389, 3.386760041651694, 3.1393154750123715, 3.1393154750123715]","[3.109609012033038, 5.432269451393793, 3.8398091712353235, 3.8398091712353235]","[-0.4290072282242813, 2.2096804160940104, 1.553111384252603, 1.553111384252603]","[-1.6174292507056331, 2.2263150275985244, 1.0, 1.0]","[0.9587047425932892, 4.389298506816387, 2.5459190097723265, 2.5459190097723265]","[1.1465994520752592, 3.4861599539299473, 2.3777381644259807, 2.3777381644259807]","[-1.1228719699423917, 3.656131457568447, 1.0, 1.0]","[-0.025021365069748523, 1.4877532427431432, 1.0, 1.0]","[1.0748347525115758, 2.462622301269946, 2.0, 2.0]","[-0.014711968083237117, 1.9036976771321943, 1.0, 1.0]","[-0.276994976799657, 1.7699057245339833, 1.0, 1.0]","[2.307468852443562, 4.242932491271059, 3.4027622519457354, 3.4027622519457354]","[-0.20537442346950893, 2.912037598078474, 1.0, 1.0]","[0.914112134872645, 5.107933595216643, 1.7728147559789624, 1.7728147559789624]","[0.9208570339184954, 4.519166138853372, 2.5986021867909965, 2.5986021867909965]","[-0.24491042512042188, 1.6824384303134392, 1.0, 1.0]","[-0.800111598373827, 3.279455988915082, 1.638375681688915, 1.638375681688915]","[1.6379713446353956, 3.532492062058828, 2.5111574561517838, 2.5111574561517838]","[-0.4999780728369564, 2.678692380739019, 1.7615773105863908, 1.7615773105863908]","[1.7655511568227678, 3.1896430492046686, 2.2693429602199324, 2.2693429602199324]","[3.1209779479429067, 4.518410700913291, 4.269342960219932, 4.269342960219932]","[3.1209779479429067, 4.518410700913291, 4.269342960219932, 4.269342960219932]","[2.307468852443562, 4.242932491271059, 3.4027622519457354, 3.4027622519457354]","[0.5819086848438662, 2.5526488630215773, 1.7013811259728677, 1.7013811259728677]","[2.8292261441486235, 4.2197918268861585, 3.9707240861928, 3.9707240861928]","[0.3206745177142675, 2.8951274044971904, 1.6954182607446033, 1.6954182607446033]","[3.1209779479429067, 4.518410700913291, 4.269342960219932, 4.269342960219932]","[1.4215894528250441, 3.4520003658740377, 3.12786473586596, 3.12786473586596]","[1.3964960725405453, 2.7583451629630797, 2.2693429602199324, 2.2693429602199324]","[0.3332991397266895, 2.9907602999232634, 2.255082961403091, 2.255082961403091]","[-0.05501480949942815, 2.271946784003868, 1.553111384252603, 1.553111384252603]","[2.509997781060618, 6.267803850427437, 2.5485983610322016, 2.5485983610322016]","[1.6076768332516305, 4.040630017477849, 1.0, 1.0]","[0.7393963579969215, 2.5297179068924245, 1.6954182607446033, 1.6954182607446033]","[0.06349988402698115, 2.3181977148385995, 1.553111384252603, 1.553111384252603]","[0.4876278030255182, 3.6895162682100935, 2.378284590300567, 2.378284590300567]","[0.7175064121568494, 5.457509025311888, 1.7728147559789624, 1.7728147559789624]","[2.8292261441486235, 4.2197918268861585, 3.9707240861928, 3.9707240861928]","[2.3821392769400638, 4.2315606146827545, 3.104143377918603, 3.104143377918603]","[0.46669425063432884, 2.6848218991428654, 1.0, 1.0]","[0.09286517276693484, 1.9834981430559004, 1.0, 1.0]"
