ac-ro,am-df,am-rr,ap-pa,ba-mg,ba-se,ce-ba,ce-pi,ce-rn,ce-sp,df-am,df-mg,df-mt,df-to,es-ba,go-to,ma-pi,mg-ba,mg-df,mg-sp,mt-df,mt-ro,pa-ap,pa-to,pb-pe,pb-rn,pe-pb,pi-ce,pi-ma,pr-sp,rn-ce,rn-pb,ro-ac,ro-mt,rr-am,rs-pr,rs-sp,sc-pr,se-ba,sp-ce,sp-mg,to-df,to-go,to-pa
"[1.3339222052916437, 3.011619306392349, 2.25589199693247, 2.25589199693247]","[-0.23456941000185666, 2.451478890682623, 1.6963106238227914, 1.6963106238227914]","[0.35181834294337844, 2.2221423108111367, 1.6963106238227914, 1.6963106238227914]","[1.8683860548700197, 3.713355034467808, 1.6963106238227914, 1.6963106238227914]","[-0.2722057265227412, 2.364974675379102, 1.6963106238227914, 1.6963106238227914]","[-0.16885330581751912, 1.7952836335051943, 1.5595813731096784, 1.5595813731096784]","[-0.11655181443371634, 2.0, 2.0, 2.0]","[-0.6685856759917969, 2.236372348690113, 2.236372348690113, 2.236372348690113]","[0.1309876681458732, 3.5948218146676836, 3.5948218146676836, 3.5948218146676836]","[0.23901438147169796, 4.002539308903907, 1.6846531968814578, 1.6846531968814578]","[0.02012461978756651, 2.50730502168941, 1.6963106238227914, 1.6963106238227914]","[0.9346596501082635, 5.839259099472307, 3.585537486360484, 3.585537486360484]","[0.05731794199941391, 3.3029065534780866, 2.881694783890971, 2.881694783890971]","[0.4027526360106549, 4.037792690032244, 2.293233816331642, 2.293233816331642]","[-0.11655181443371634, 2.0, 2.0, 2.0]","[0.5206532255020304, 2.2324586040826753, 1.0, 1.0]","[0.4838606544183275, 2.3689598563273404, 1.6963106238227914, 1.6963106238227914]","[-0.3017493325040039, 3.099955888916151, 2.678744119329035, 2.678744119329035]","[0.20587553411469361, 5.483311346983646, 2.9394603072789933, 2.40634631729581]","[0.6390277665513715, 5.75416234579412, 3.075371881105739, 3.075371881105739]","[0.7156126437764122, 3.7137415696509253, 2.881694783890971, 2.881694783890971]","[0.6468395305190051, 3.2551164540987023, 2.4999481872388714, 2.4999481872388714]","[1.6319438479942634, 3.3951842292567243, 2.392621247645583, 2.392621247645583]","[0.8618211921311948, 3.2387339151044348, 1.6846531968814578, 1.6846531968814578]","[0.6633426152397516, 2.6319427134776476, 2.25589199693247, 2.25589199693247]","[1.8046366772126718, 3.672649232504549, 3.0, 3.0]","[1.8046366772126718, 3.672649232504549, 3.0, 3.0]","[-0.04493807743647349, 2.6623295376398177, 2.380963820704249, 2.380963820704249]","[0.04960820602268476, 2.072361340367969, 1.6963106238227914, 1.6963106238227914]","[0.8614497244855113, 2.795283633505194, 2.5595813731096784, 2.5595813731096784]","[1.8046366772126718, 3.672649232504549, 3.0, 3.0]","[0.21282326452906475, 3.0400099121061928, 3.0400099121061928, 3.0400099121061928]","[0.9655527521604449, 2.7817236839208155, 2.25589199693247, 2.25589199693247]","[1.175869880664787, 3.5852789054618484, 2.4999481872388714, 2.4999481872388714]","[0.3381412073454068, 2.182357988297374, 1.6963106238227914, 1.6963106238227914]","[0.856567297474345, 6.577587465002953, 2.401760877902144, 1.2124289290292505]","[-0.0764874225719647, 1.935632089654856, 1.5595813731096784, 1.5595813731096784]","[0.8614497244855113, 2.795283633505194, 2.5595813731096784, 2.5595813731096784]","[0.32561177590832896, 2.161908506689841, 1.6963106238227914, 1.6963106238227914]","[-1.077743238591895, 3.880297104402423, 2.75214495476689, 2.75214495476689]","[0.010965472023580114, 5.891593417321061, 1.8124038404635958, 1.1561858815738852]","[0.6351554524506882, 4.043294521416906, 2.8589192412808804, 2.8589192412808804]","[0.15228377237083124, 2.002562981611142, 1.0, 1.0]","[1.0726208797971288, 3.604882087564081, 2.380963820704249, 2.380963820704249]"
