9.999999999999997780e-01,-7.705617837930041347e-02,-6.150208053525900442e-02,-7.705617837930041347e-02,-5.268024431046752082e-02,-4.255319148936169416e-02,-5.268024431046752082e-02,-6.150208053525900442e-02,-6.953840623693441358e-02,-6.150208053525900442e-02,-6.150208053525900442e-02,-6.150208053525900442e-02,-6.953840623693441358e-02,-6.953840623693441358e-02,-6.953840623693441358e-02,-5.268024431046752082e-02,-5.268024431046752082e-02,-4.255319148936169416e-02,3.775417508916837916e-01,-6.953840623693441358e-02,3.775417508916837916e-01,-6.953840623693441358e-02,-5.268024431046752082e-02,-7.705617837930041347e-02,-4.255319148936169416e-02,-2.977456670877067987e-02,-6.150208053525900442e-02,-5.268024431046752082e-02,-5.268024431046752082e-02,-6.150208053525900442e-02,-5.268024431046752082e-02,-6.150208053525900442e-02,-4.255319148936169416e-02,-5.268024431046752082e-02,-6.150208053525900442e-02,-6.150208053525900442e-02,-5.268024431046752082e-02,-5.268024431046752082e-02,-5.268024431046752082e-02,-6.150208053525900442e-02,4.787234042553191182e-01,-6.150208053525900442e-02
-7.705617837930041347e-02,1.000000000000000000e+00,5.707671975494472694e-01,4.302325581395349818e-01,4.239753338325955023e-01,2.375898833361762552e-01,6.836602258050603620e-01,1.160095929978551266e-01,4.910940454965818658e-01,1.160095929978551266e-01,7.981459998252431465e-01,1.160095929978551266e-01,4.910940454965818658e-01,-1.259215501273286686e-01,7.975031508064149566e-02,1.642904418601307814e-01,-9.539445011233399496e-02,2.375898833361762552e-01,4.239753338325955023e-01,9.024377759125221665e-01,-9.539445011233399496e-02,-1.259215501273286686e-01,-9.539445011233399496e-02,-1.395348837209302584e-01,-7.705617837930041347e-02,-5.391638660171921282e-02,-1.113692092779409171e-01,-9.539445011233399496e-02,-9.539445011233399496e-02,-1.113692092779409171e-01,-9.539445011233399496e-02,-1.113692092779409171e-01,-7.705617837930041347e-02,-9.539445011233399496e-02,-1.113692092779409171e-01,-1.113692092779409171e-01,-9.539445011233399496e-02,-9.539445011233399496e-02,-9.539445011233399496e-02,3.433883952736511702e-01,-7.705617837930041347e-02,5.707671975494472694e-01
-6.150208053525899748e-02,5.707671975494471583e-01,1.000000000000000000e+00,5.707671975494471583e-01,5.456606744659313613e-01,3.151981627432023925e-01,8.565603610802411394e-01,1.833333333333333481e-01,6.381990126895995541e-01,1.833333333333333481e-01,7.277777777777777457e-01,1.833333333333333481e-01,6.381990126895995541e-01,-1.005037815259212097e-01,1.457304832125857486e-01,2.347609878516216109e-01,-7.613869876268809789e-02,3.151981627432023925e-01,-7.613869876268809789e-02,6.381990126895995541e-01,2.347609878516216109e-01,-1.005037815259212097e-01,-7.613869876268809789e-02,-1.113692092779409171e-01,-6.150208053525899748e-02,-4.303314829119352092e-02,-8.888888888888889228e-02,-7.613869876268809789e-02,-7.613869876268809789e-02,-8.888888888888889228e-02,-7.613869876268809789e-02,-8.888888888888889228e-02,-6.150208053525899748e-02,-7.613869876268809789e-02,-8.888888888888889228e-02,-8.888888888888889228e-02,-7.613869876268809789e-02,-7.613869876268809789e-02,-7.613869876268809789e-02,4.555555555555556024e-01,-6.150208053525899748e-02,7.277777777777777457e-01
-7.705617837930041347e-02,4.302325581395349818e-01,5.707671975494472694e-01,1.000000000000000000e+00,4.239753338325955023e-01,2.375898833361762552e-01,6.836602258050603620e-01,1.160095929978551266e-01,6.967659107045518496e-01,1.160095929978551266e-01,5.707671975494472694e-01,5.707671975494472694e-01,9.024377759125221665e-01,-1.259215501273286686e-01,7.975031508064149566e-02,1.642904418601307814e-01,-9.539445011233399496e-02,2.375898833361762552e-01,-9.539445011233399496e-02,4.910940454965818658e-01,-9.539445011233399496e-02,-1.259215501273286686e-01,-9.539445011233399496e-02,5.038759689922481244e-02,-7.705617837930041347e-02,-5.391638660171921282e-02,-1.113692092779409171e-01,-9.539445011233399496e-02,-9.539445011233399496e-02,-1.113692092779409171e-01,-9.539445011233399496e-02,-1.113692092779409171e-01,-7.705617837930041347e-02,-9.539445011233399496e-02,-1.113692092779409171e-01,-1.113692092779409171e-01,-9.539445011233399496e-02,-9.539445011233399496e-02,-9.539445011233399496e-02,3.433883952736511702e-01,2.375898833361762552e-01,7.981459998252431465e-01
-5.268024431046752082e-02,4.239753338325955023e-01,5.456606744659313613e-01,4.239753338325955023e-01,9.999999999999998890e-01,3.775417508916838472e-01,6.449275362318839244e-01,2.347609878516216109e-01,4.763511398455424484e-01,2.347609878516216109e-01,5.456606744659313613e-01,-7.613869876268809789e-02,4.763511398455424484e-01,-8.608755539377273280e-02,1.951317922258848092e-01,2.898550724637680709e-01,-6.521739130434782428e-02,3.775417508916838472e-01,-6.521739130434782428e-02,4.763511398455424484e-01,-6.521739130434782428e-02,-8.608755539377273280e-02,-6.521739130434782428e-02,-9.539445011233400884e-02,-5.268024431046752082e-02,-3.686048903872428395e-02,-7.613869876268809789e-02,-6.521739130434782428e-02,-6.521739130434782428e-02,-7.613869876268809789e-02,-6.521739130434782428e-02,-7.613869876268809789e-02,-5.268024431046752082e-02,-6.521739130434782428e-02,-7.613869876268809789e-02,-7.613869876268809789e-02,-6.521739130434782428e-02,-6.521739130434782428e-02,2.898550724637680709e-01,8.565603610802411394e-01,-5.268024431046752082e-02,5.456606744659313613e-01
-4.255319148936169416e-02,2.375898833361762275e-01,3.151981627432023925e-01,2.375898833361762275e-01,3.775417508916837916e-01,9.999999999999997780e-01,3.775417508916837916e-01,3.151981627432023925e-01,2.711997843240442352e-01,6.918984060216638587e-01,3.151981627432023925e-01,-6.150208053525900442e-02,2.711997843240442352e-01,2.711997843240442352e-01,6.119379748850228840e-01,8.077637460938352776e-01,-5.268024431046752082e-02,4.787234042553191182e-01,-5.268024431046752082e-02,2.711997843240442352e-01,-5.268024431046752082e-02,-6.953840623693441358e-02,-5.268024431046752082e-02,-7.705617837930041347e-02,-4.255319148936169416e-02,-2.977456670877067987e-02,-6.150208053525900442e-02,-5.268024431046752082e-02,-5.268024431046752082e-02,-6.150208053525900442e-02,-5.268024431046752082e-02,-6.150208053525900442e-02,-4.255319148936169416e-02,-5.268024431046752082e-02,-6.150208053525900442e-02,-6.150208053525900442e-02,-5.268024431046752082e-02,-5.268024431046752082e-02,-5.268024431046752082e-02,3.151981627432023925e-01,-4.255319148936169416e-02,3.151981627432023925e-01
-5.268024431046752082e-02,6.836602258050603620e-01,8.565603610802411394e-01,6.836602258050603620e-01,6.449275362318839244e-01,3.775417508916838472e-01,9.999999999999998890e-01,2.347609878516216109e-01,7.575704874652000598e-01,2.347609878516216109e-01,8.565603610802411394e-01,2.347609878516216109e-01,7.575704874652000598e-01,-8.608755539377273280e-02,1.951317922258848092e-01,2.898550724637680709e-01,-6.521739130434782428e-02,3.775417508916838472e-01,-6.521739130434782428e-02,7.575704874652000598e-01,-6.521739130434782428e-02,-8.608755539377273280e-02,-6.521739130434782428e-02,-9.539445011233400884e-02,-5.268024431046752082e-02,-3.686048903872428395e-02,-7.613869876268809789e-02,-6.521739130434782428e-02,-6.521739130434782428e-02,-7.613869876268809789e-02,-6.521739130434782428e-02,-7.613869876268809789e-02,-5.268024431046752082e-02,-6.521739130434782428e-02,-7.613869876268809789e-02,-7.613869876268809789e-02,-6.521739130434782428e-02,-6.521739130434782428e-02,-6.521739130434782428e-02,5.456606744659313613e-01,-5.268024431046752082e-02,8.565603610802411394e-01
-6.150208053525899748e-02,1.160095929978551266e-01,1.833333333333333481e-01,1.160095929978551266e-01,2.347609878516216109e-01,3.151981627432023925e-01,2.347609878516216109e-01,1.000000000000000000e+00,1.457304832125857486e-01,1.833333333333333481e-01,1.833333333333333481e-01,-8.888888888888889228e-02,1.457304832125857486e-01,-1.005037815259212097e-01,1.457304832125857486e-01,2.347609878516216109e-01,-7.613869876268809789e-02,3.151981627432023925e-01,-7.613869876268809789e-02,1.457304832125857486e-01,-7.613869876268809789e-02,-1.005037815259212097e-01,-7.613869876268809789e-02,-1.113692092779409171e-01,-6.150208053525899748e-02,-4.303314829119352092e-02,-8.888888888888889228e-02,-7.613869876268809789e-02,-7.613869876268809789e-02,-8.888888888888889228e-02,-7.613869876268809789e-02,-8.888888888888889228e-02,-6.150208053525899748e-02,-7.613869876268809789e-02,-8.888888888888889228e-02,-8.888888888888889228e-02,-7.613869876268809789e-02,-7.613869876268809789e-02,-7.613869876268809789e-02,1.833333333333333481e-01,-6.150208053525899748e-02,1.833333333333333481e-01
-6.953840623693441358e-02,4.910940454965818103e-01,6.381990126895996651e-01,6.967659107045519606e-01,4.763511398455423929e-01,2.711997843240442907e-01,7.575704874652000598e-01,1.457304832125857486e-01,1.000000000000000000e+00,1.457304832125857486e-01,6.381990126895996651e-01,3.919647479510927623e-01,7.772727272727273373e-01,-1.136363636363636326e-01,1.090909090909090995e-01,1.951317922258848647e-01,-8.608755539377273280e-02,2.711997843240442907e-01,-8.608755539377273280e-02,5.545454545454544526e-01,-8.608755539377273280e-02,-1.136363636363636326e-01,-8.608755539377273280e-02,-1.259215501273286686e-01,-6.953840623693441358e-02,-4.865618401009517979e-02,-1.005037815259211958e-01,-8.608755539377273280e-02,-8.608755539377273280e-02,-1.005037815259211958e-01,-8.608755539377273280e-02,-1.005037815259211958e-01,-6.953840623693441358e-02,-8.608755539377273280e-02,-1.005037815259211958e-01,-1.005037815259211958e-01,-8.608755539377273280e-02,-8.608755539377273280e-02,-8.608755539377273280e-02,3.919647479510927623e-01,2.711997843240442907e-01,8.844332774281067344e-01
-6.150208053525899748e-02,1.160095929978551266e-01,1.833333333333333481e-01,1.160095929978551266e-01,2.347609878516216109e-01,6.918984060216638587e-01,2.347609878516216109e-01,1.833333333333333481e-01,1.457304832125857486e-01,1.000000000000000000e+00,1.833333333333333481e-01,-8.888888888888889228e-02,1.457304832125857486e-01,1.457304832125857486e-01,3.919647479510927068e-01,8.565603610802411394e-01,-7.613869876268809789e-02,3.151981627432023925e-01,-7.613869876268809789e-02,1.457304832125857486e-01,-7.613869876268809789e-02,-1.005037815259212097e-01,-7.613869876268809789e-02,-1.113692092779409171e-01,-6.150208053525899748e-02,-4.303314829119352092e-02,-8.888888888888889228e-02,-7.613869876268809789e-02,-7.613869876268809789e-02,-8.888888888888889228e-02,-7.613869876268809789e-02,-8.888888888888889228e-02,-6.150208053525899748e-02,-7.613869876268809789e-02,-8.888888888888889228e-02,-8.888888888888889228e-02,-7.613869876268809789e-02,-7.613869876268809789e-02,-7.613869876268809789e-02,1.833333333333333481e-01,-6.150208053525899748e-02,1.833333333333333481e-01
