ac-ro,am-df,am-rr,ap-pa,ba-mg,ba-se,ce-pi,ce-rn,ce-sp,df-am,df-mg,df-mt,df-to,go-to,ma-pi,mg-ba,mg-df,mg-sp,mt-df,mt-ro,pa-ap,pa-to,pb-pe,pb-rn,pe-pb,pi-ce,pi-ma,pr-rs,pr-sp,rn-ce,rn-pb,ro-ac,ro-mt,rr-am,rs-pr,rs-sp,se-ba,sp-ce,sp-mg,sp-pr,sp-rs,to-df,to-go,to-pa
"[1.2440634043996621, 2.9478925171228765, 2.2567425796304406, 2.2567425796304406]","[-0.3066734711195534, 2.4786975192961647, 1.696630546019236, 1.696630546019236]","[0.3010677747173121, 2.241442288636754, 1.696630546019236, 1.696630546019236]","[3.629372907388379, 5.348006341845445, 2.393261092038472, 2.393261092038472]","[-0.3773783928948245, 2.2995137638440237, 1.6966305460192357, 1.6966305460192357]","[-0.09132468844720351, 1.9499507445716853, 1.696630546019236, 1.696630546019236]","[-1.507744909272506, 2.172484469306999, 2.172484469306999, 2.172484469306999]","[-0.01571428415844174, 3.536626755125572, 3.536626755125572, 3.536626755125572]","[0.799637983130996, 4.7634381471304135, 2.3530226891555293, 2.3530226891555293]","[-0.09758064713327255, 2.4236117207732697, 1.696630546019236, 1.696630546019236]","[1.0941943133047074, 6.079092721622206, 2.980559549165485, 2.980559549165485]","[-0.0336856263793258, 3.336825802551752, 2.8845587856851065, 2.8845587856851065]","[1.0133853926601577, 4.55722627484528, 2.8264742693043, 2.8264742693043]","[0.4316262542055817, 2.168581792808552, 1.0, 1.0]","[-0.06359744327590358, 2.6462997955513226, 2.407052941362898, 2.407052941362898]","[-0.8699454456356983, 2.060266909655599, 1.696630546019236, 1.696630546019236]","[0.5532504621938266, 5.849549487269043, 3.0000053156395143, 3.0000053156395143]","[0.7820675963650325, 5.951415882686355, 2.9864794927261875, 2.9864794927261875]","[0.5561483230719704, 3.598091738817098, 2.3641422858185734, 2.3641422858185734]","[0.5727346172322568, 3.2827277715035335, 2.500660798226605, 2.500660798226605]","[2.9515033391159524, 4.5821713566387725, 3.393261092038472, 3.393261092038472]","[2.4916154504130015, 4.7552345808596, 3.293404921257081, 3.293404921257081]","[1.6100307863215504, 3.5997397499154573, 3.2567425796304397, 3.2567425796304397]","[2.721870021315244, 4.5867506918750705, 4.0, 4.0]","[2.721870021315244, 4.5867506918750705, 4.0, 4.0]","[0.21036430112622861, 3.393256436729989, 2.554030252207371, 2.554030252207371]","[-0.15823155749564288, 1.9031092038962212, 1.5601120336112038, 1.5601120336112038]","[2.32903490808732, 4.925625654573042, 3.335626044159773, 3.335626044159773]","[2.9515033391159524, 4.5821713566387725, 3.393261092038472, 3.393261092038472]","[2.721870021315244, 4.5867506918750705, 4.0, 4.0]","[0.8334676464210561, 3.6896573081631723, 3.1972913442458415, 3.1972913442458415]","[0.913690311479567, 2.8015543222479575, 2.25674257963044, 2.25674257963044]","[1.0469789563700533, 3.492793488132154, 2.5006607982266056, 2.5006607982266056]","[0.26201557808175135, 2.1344602849592227, 1.696630546019236, 1.696630546019236]","[2.3574477790775274, 7.310786991925751, 2.2725651461710266, 1.1845806079094825]","[1.6100307863215504, 3.5997397499154573, 3.2567425796304397, 3.2567425796304397]","[0.2518125664547574, 2.116617411238352, 1.6966305460192357, 1.6966305460192357]","[-1.8160038780701113, 3.7461023461639726, 2.2247448713915894, 1.7102491159640625]","[0.08589536558644528, 5.9248559264075835, 2.399637415195939, 1.8261486323619218]","[2.32903490808732, 4.925625654573042, 3.335626044159773, 3.335626044159773]","[2.721870021315244, 4.5867506918750705, 4.0, 4.0]","[1.7307766387409989, 4.972065314571183, 3.847087060936673, 3.847087060936673]","[0.10125316128548725, 2.0222435979336337, 1.0, 1.0]","[1.9825396191646436, 4.330369451854712, 3.0786055088808135, 3.0786055088808135]"
