ac-df,ac-ro,am-df,am-rr,ap-pa,ba-mg,ba-se,ce-pi,ce-rj,ce-rn,ce-sp,df-am,df-ba,df-mg,df-mt,df-to,es-rj,go-to,ma-pi,mg-ba,mg-df,mg-rj,mg-sp,mt-df,mt-ro,pa-ap,pa-to,pb-pe,pb-rn,pe-pb,pi-ce,pi-ma,pr-rs,pr-sp,rj-sp,rn-ce,rn-pb,ro-ac,ro-mt,rr-am,rs-pr,rs-sp,se-ba,sp-ce,sp-mg,sp-rj,to-df,to-go,to-pa
"[-0.44724808099761915, 1.481359862341233, 1.0, 1.0]","[1.1992137282446766, 2.7753887761541702, 1.563092506371473, 1.563092506371473]","[-0.04553966489168411, 2.4801581056516895, 1.6984302957695783, 1.6984302957695783]","[0.4803888403316734, 2.244412681236846, 1.6984302957695783, 1.6984302957695783]","[1.838565466368066, 3.645821405625916, 1.6984302957695783, 1.6984302957695783]","[-0.3818013191158974, 2.5816469411938305, 1.806225774829855, 1.806225774829855]","[-0.02716472915141596, 1.8100249055338702, 1.563092506371473, 1.563092506371473]","[-0.4464540222126396, 2.2461528532747446, 2.2461528532747446, 2.2461528532747446]","[1.387675773285211, 3.1893885047696426, 3.0, 3.0]","[0.3922471016235008, 3.611777008059558, 3.611777008059558, 3.611777008059558]","[0.7443737591523226, 4.578786263668666, 3.433105012119288, 3.433105012119288]","[0.03997706622266488, 2.308733663554185, 1.6984302957695783, 1.6984302957695783]","[-0.7892643243106172, 2.76640032467097, 1.0, 1.0]","[0.2859873241962469, 5.082270461787009, 2.945865649554663, 2.945865649554663]","[0.2831128461026851, 3.3389322953986365, 2.900403285745122, 2.900403285745122]","[0.6583122359532096, 4.094499488823705, 2.823452357844484, 2.823452357844484]","[1.387675773285211, 3.1893885047696426, 3.0, 3.0]","[0.5070807913000728, 2.1134824352794674, 1.0, 1.0]","[0.5544962760155696, 2.31265736385245, 1.6984302957695783, 1.6984302957695783]","[-0.654649350887255, 2.56471402239646, 2.126185012742946, 2.126185012742946]","[0.6250103212747756, 5.614491564504259, 2.9780685725859604, 2.9780685725859604]","[0.1564324841424154, 2.58492613982907, 1.0, 1.0]","[-0.022370109755800338, 4.923292492592965, 2.533674353787237, 2.533674353787237]","[0.31642215171455573, 3.485580421986492, 1.85485041426511, 1.85485041426511]","[0.8227034772327749, 3.2863838804815444, 2.504656070599433, 2.504656070599433]","[1.745769972424777, 3.4242028393476573, 2.3968605915391565, 2.3968605915391565]","[0.6278533903164347, 3.323030528975192, 1.6793662204867572, 1.6793662204867572]","[0.8067854217236218, 2.6440688299790542, 2.261522802141051, 2.261522802141051]","[1.9327890547567563, 4.3500926403631315, 4.306706548799401, 4.306706548799401]","[1.9327890547567563, 4.3500926403631315, 4.306706548799401, 4.306706548799401]","[0.06056603546634469, 2.5778696210727206, 2.3067065487994003, 2.3067065487994003]","[0.20037810716972768, 2.0809763236075813, 1.6984302957695783, 1.6984302957695783]","[-0.6611047145196665, 1.1893885047696426, 1.0, 1.0]","[-0.027164729151416073, 1.8100249055338702, 1.563092506371473, 1.563092506371473]","[1.387675773285211, 3.1893885047696426, 3.0, 3.0]","[1.9327890547567563, 4.3500926403631315, 4.306706548799401, 4.306706548799401]","[0.4217891199118196, 3.0523786281045995, 3.0523786281045995, 3.0523786281045995]","[1.086796154885567, 2.807505187608319, 2.261522802141051, 2.261522802141051]","[0.6161424111779107, 3.325298671391576, 2.417942920636583, 2.417942920636583]","[0.28610372956043806, 2.1797901581108112, 1.6984302957695783, 1.6984302957695783]","[0.1677918254513727, 5.329589146938438, 2.2863914156241343, 1.7648552232079222]","[0.07343361116556471, 1.945638534209476, 1.563092506371473, 1.563092506371473]","[0.05649336648131102, 2.445701736317707, 1.806225774829855, 1.806225774829855]","[-0.6615255227040607, 3.9224494190110986, 2.7748113354970894, 2.7748113354970894]","[0.19448626518727297, 5.864090603126565, 2.338711999887347, 1.8171758074711355]","[1.7030272091186844, 3.520129450621964, 3.095290887308735, 3.095290887308735]","[0.010916041765793902, 3.7818984649242684, 2.2499105512213053, 2.2499105512213053]","[0.2790663513086631, 2.027342247808501, 1.0, 1.0]","[1.2412103977238282, 3.6443605432562007, 2.3876327333740894, 2.3876327333740894]"
