ac-ro,am-df,am-rr,ap-pa,ba-mg,ba-se,ce-ba,ce-pi,ce-rn,ce-sp,df-am,df-ba,df-mg,df-mt,df-to,go-to,ma-pi,mg-ba,mg-df,mg-sp,mt-df,mt-ro,pa-ap,pa-to,pb-pe,pb-rn,pe-pb,pi-ce,pi-ma,pr-rs,pr-sp,rn-ce,rn-pb,ro-ac,ro-mt,rr-am,rs-pr,rs-sp,sc-pr,se-ba,sp-ce,sp-mg,sp-pr,to-df,to-go,to-pa
"[1.4068349153432234, 2.9552689361083115, 2.260943436059585, 2.260943436059585]","[-0.023053632083182903, 2.477259648687807, 1.698212002188447, 1.698212002188447]","[0.4964036773854852, 2.2421524192509628, 1.698212002188447, 1.698212002188447]","[1.4612576356815083, 3.5763896048561006, 2.101639590191225, 2.101639590191225]","[-0.11603002134138182, 2.2939297506710377, 1.6982120021884468, 1.6982120021884468]","[-0.012451414958077934, 1.8085294539336816, 1.5627314338711378, 1.5627314338711378]","[-0.9671165602668158, 1.0, 1.0, 1.0]","[-0.42716558646626007, 2.2451537716166916, 2.2451537716166916, 2.2451537716166916]","[0.4177236200637565, 3.610044460049889, 3.610044460049889, 3.610044460049889]","[0.6566666262284657, 4.332229229380693, 2.2152872405004, 2.2152872405004]","[-0.21421650069205497, 2.5029017601714174, 1.8059606997693176, 1.8059606997693176]","[-0.14578081096845824, 2.885113368470275, 1.5389081563200877, 1.5389081563200877]","[0.29067966496009384, 4.893327946526981, 2.3692624274526777, 2.3692624274526777]","[0.31197006462580085, 3.3352996204848373, 2.8985050764664733, 2.8985050764664733]","[0.6270866844810568, 4.004893015427598, 2.8198618618685654, 2.8198618618685654]","[0.513006244733519, 2.0762068079617126, 1.0, 1.0]","[0.5671685346904076, 2.2926153327450574, 1.698212002188448, 1.698212002188448]","[-0.02212674503079072, 3.1249888456317767, 2.6881943016134127, 2.6881943016134127]","[0.6338130067506346, 5.525091177787822, 2.9742319718517773, 2.9742319718517773]","[0.21240593836760102, 4.9971928296708175, 2.4502955011873255, 2.4502955011873255]","[0.850901462448011, 3.6025409259006036, 2.368692133640455, 2.368692133640455]","[0.8465355439837131, 3.2832203484571254, 2.5041727019577653, 2.5041727019577653]","[1.6364334031213423, 3.2857684546638857, 2.260943436059585, 2.260943436059585]","[0.23217192878112974, 3.2419599370327603, 2.871938866551489, 2.871938866551489]","[0.8214054603104591, 2.642824743972571, 2.2609434360595846, 2.2609434360595846]","[1.5921685346904069, 3.2926153327450565, 2.698212002188447, 2.698212002188447]","[1.5921685346904069, 3.2926153327450565, 2.698212002188447, 2.698212002188447]","[0.07829790166748452, 2.5495341345687783, 2.305855622438648, 2.305855622438648]","[0.21424786060738954, 2.080093310101434, 1.6982120021884475, 1.6982120021884475]","[-0.1012284656287455, 2.6860787089279916, 1.8059606997693178, 1.8059606997693178]","[1.0125485850419225, 2.8085294539336814, 2.5627314338711376, 2.5627314338711376]","[1.7727512612323773, 4.093271222852071, 3.004067624627096, 3.004067624627096]","[0.4424235896006354, 3.0511144713860094, 3.0511144713860094, 3.0511144713860094]","[1.1035612770885543, 2.8048838531221016, 2.2609434360595855, 2.2609434360595855]","[1.28089307050016, 3.498606337977283, 2.5041727019577653, 2.5041727019577653]","[-0.0067717578636994555, 2.328790185163664, 1.8059606997693178, 1.8059606997693178]","[0.3049990362069865, 5.872313955282697, 2.3033496141437, 1.705547998923504]","[0.08738771442004084, 1.9446127417841241, 1.5627314338711376, 1.5627314338711376]","[1.0125485850419225, 2.8085294539336814, 2.5627314338711376, 2.5627314338711376]","[0.43148644648526546, 2.114149284095671, 1.698212002188447, 1.698212002188447]","[-0.6267547443277427, 3.918148355133744, 2.7725044313947844, 2.7725044313947844]","[0.563926605417757, 6.010964918151345, 2.3355688459057258, 1.7377672306855296]","[0.6423463959805539, 2.8888064368583444, 1.8059606997693178, 1.8059606997693178]","[0.19535044966267953, 3.91996508148806, 1.7941225539113144, 1.7941225539113144]","[0.29525805752785345, 2.0248250186043, 1.0, 1.0]","[1.174936266776454, 3.537162992144872, 2.3869492339096423, 2.3869492339096423]"
