ac-ro,am-ap,am-df,am-rr,ap-pa,ba-df,ba-mg,ba-se,ce-df,ce-mg,ce-pi,ce-rn,ce-sp,df-am,df-mg,df-mt,df-to,es-mg,go-to,ma-df,ma-pi,mg-ba,mg-df,mg-sp,ms-mt,mt-df,mt-ro,pa-to,pb-pe,pb-rn,pe-pb,pi-ce,pi-ma,pr-sp,rn-ce,rn-pb,ro-ac,ro-mt,rr-am,rs-pr,rs-sp,sc-pr,se-ba,sp-ce,sp-mg,sp-rs,to-df,to-go
"[0.9005539401484894, 2.711013623453158, 2.196200959204388, 2.196200959204388]","[0.4132809610127367, 2.0487121297129285, 1.564932682866032, 1.564932682866032]","[0.25154792027419176, 2.42185904288796, 1.6995439243733446, 1.6995439243733446]","[0.6866071171889017, 2.204835077013256, 1.6995439243733446, 1.6995439243733446]","[-0.042926312609553485, 2.7981488528844234, 2.4212815214437073, 2.4212815214437073]","[-0.7659809845292368, 1.9777777777777776, 1.6444444444444444, 1.6444444444444444]","[-0.007353097425726762, 2.153060425308942, 1.0, 1.0]","[0.3497463487622938, 1.9521895006933003, 1.6995439243733446, 1.6995439243733446]","[-0.4157758664093979, 1.1883108942886773, 1.0, 1.0]","[0.9423614977618903, 2.440956470608633, 2.0, 2.0]","[0.4903852532723564, 2.1273040480457777, 1.6995439243733446, 1.6995439243733446]","[0.7295188677622824, 3.506560646834033, 3.129693315393317, 3.129693315393317]","[2.1861621727309752, 4.813255370064354, 4.3895960971961925, 4.3895960971961925]","[0.3760711709890405, 2.4535941422359295, 1.0, 1.0]","[0.7171817420867876, 4.573593407860168, 2.521525747148719, 2.521525747148719]","[0.6461500640430393, 3.2669327269531956, 2.3725055359532803, 2.3725055359532803]","[-1.6508051282735967, 3.808455812688587, 1.0, 1.0]","[0.9423614977618903, 2.440956470608633, 2.0, 2.0]","[-0.13828762763871794, 1.939235343608171, 1.0, 1.0]","[-0.48905312993761485, 1.7474518205943002, 1.0, 1.0]","[1.2350344614211437, 2.8042716525085147, 2.564932682866032, 2.564932682866032]","[-0.22999549206888514, 2.0607014836306523, 1.6995439243733446, 1.6995439243733446]","[0.32160258015409715, 5.072789506469369, 1.777777777777778, 1.777777777777778]","[0.5195671199456753, 4.537983016775723, 2.5759533434402684, 2.5759533434402684]","[-0.002489232465085922, 1.5413265607827773, 1.0, 1.0]","[-0.08011838340189437, 3.447258994493604, 2.2343406136367907, 2.2343406136367907]","[1.1129589635672563, 3.2294318959752077, 2.5071167774605927, 2.5071167774605927]","[-0.6631854327753396, 2.6544755921555376, 1.8563488385776752, 1.8563488385776752]","[1.822938992603092, 3.391780655285154, 2.9640205316127206, 2.9640205316127206]","[3.277587652910505, 4.804271652508515, 4.564932682866032, 4.564932682866032]","[3.277587652910505, 4.804271652508515, 4.564932682866032, 4.564932682866032]","[1.2350344614211437, 2.8042716525085147, 2.564932682866032, 2.564932682866032]","[0.36684654704991315, 2.5018337193057407, 1.6995439243733446, 1.6995439243733446]","[0.682253441920724, 2.6910499939170425, 1.6995439243733446, 1.6995439243733446]","[3.277587652910505, 4.804271652508515, 4.564932682866032, 4.564932682866032]","[1.3541983897235377, 3.596861942390998, 3.118601072825781, 3.118601072825781]","[1.2892019789126694, 2.769767759879288, 2.2644766072393767, 2.2644766072393767]","[0.5477653098432124, 3.1656856866455825, 2.421267804048652, 2.421267804048652]","[0.40252243676730237, 2.463504840956308, 1.0, 1.0]","[1.788955156425971, 6.069177100768987, 2.5220263677022348, 2.5220263677022348]","[0.9234928680770055, 3.166156420744466, 2.311028219738533, 2.311028219738533]","[0.9879045480507853, 2.393145971301933, 1.6995439243733446, 1.6995439243733446]","[-0.09887423538120577, 2.309652443636895, 1.6444444444444444, 1.6444444444444444]","[0.5591363000515743, 4.105867352676642, 2.980156370170413, 2.980156370170413]","[0.2675236260705849, 4.98253989140674, 1.777777777777778, 1.777777777777778]","[3.277587652910505, 4.804271652508515, 4.564932682866032, 4.564932682866032]","[0.6431833963067117, 2.7207063675536007, 1.0, 1.0]","[0.2579456704438171, 1.6936020469285886, 1.0, 1.0]"
