ac-df,am-ap,ap-pa,ba-df,ce-ba,ce-df,ce-mg,df-am,df-ba,df-mt,df-to,es-ba,es-mg,go-to,ma-df,ma-pi,mg-ba,mg-df,ms-mt,mt-df,mt-ro,pa-to,pi-ce,pi-ma,pr-sp,rn-ce,ro-ac,rr-am,rs-pr,sc-pr,se-ba,sp-mg,to-df
"[-0.04923076844437714, 1.3440455593940657, 1.0, 1.0]","[0.7598406901809079, 2.636178485576825, 2.3829263930072044, 2.3829263930072044]","[0.5582161962606037, 2.99472296867411, 2.310752358241807, 2.310752358241807]","[0.20240219403177712, 2.301845821291939, 0.9999999999999997, 0.9999999999999997]","[0.21118965169910162, 3.0360849279632895, 1.6039088361275575, 1.6039088361275575]","[-0.12441077345868647, 1.2248320496491782, 1.0, 1.0]","[1.442013529313219, 2.7029234933829356, 2.0, 2.0]","[1.4197043718667872, 3.2780454584647623, 3.0907961573115084, 3.0907961573115084]","[-0.31632485956423717, 2.802193281322588, 1.7196229171289246, 1.7196229171289246]","[2.3187491049723836, 3.6969320524371696, 3.6969320524371696, 3.6969320524371696]","[0.08513392099657308, 3.6501476756036157, 1.0, 1.0]","[0.01244604028535122, 1.420883424647321, 1.0, 1.0]","[1.442013529313219, 2.7029234933829356, 2.0, 2.0]","[-0.40820797812769455, 1.487371825152644, 0.9999999999999997, 0.9999999999999997]","[0.14238341805387655, 2.0195345914694047, 1.6969320524371692, 1.6969320524371692]","[1.0410174688567797, 2.4208834246473208, 2.0, 2.0]","[0.1921216113925033, 3.1490250146681578, 2.307258165373516, 2.307258165373516]","[0.5446620980666288, 2.898930625047333, 1.0, 1.0]","[0.48716585626646425, 1.7854439602305665, 1.5606119105813883, 1.5606119105813883]","[-0.3094626148710745, 1.858227013503202, 1.5606119105813878, 1.5606119105813878]","[2.3187491049723836, 3.6969320524371696, 3.6969320524371696, 3.6969320524371696]","[-0.37979753518704795, 2.455772599373907, 1.6247580176717713, 1.6247580176717713]","[1.0410174688567797, 2.4208834246473208, 2.0, 2.0]","[0.6135172820630227, 1.9217641020863478, 1.6969320524371696, 1.6969320524371696]","[1.23369616975149, 3.5277603201813807, 2.415327432713866, 2.415327432713866]","[0.2920607518382218, 2.0396760349372607, 1.603908836127557, 1.603908836127557]","[2.3187491049723836, 3.6969320524371696, 3.6969320524371696, 3.6969320524371696]","[0.7994591220300034, 2.175023496170927, 1.6969320524371696, 1.6969320524371696]","[1.003856282096901, 2.276939341390306, 1.0, 1.0]","[1.003856282096901, 2.276939341390306, 1.0, 1.0]","[-0.40925273527765127, 1.4357671988097032, 0.9999999999999997, 0.9999999999999997]","[0.7210282392368743, 3.545226274779132, 2.4730695627438397, 2.4730695627438397]","[0.04890243050868048, 2.5451706333889073, 1.7196229171289246, 1.7196229171289246]"
