ac-df,am-ap,ap-pa,ba-df,ce-ba,ce-df,ce-mg,df-am,df-ba,df-mt,df-to,es-ba,es-mg,go-to,ma-df,ma-pi,mg-ba,mg-df,ms-mt,mt-df,mt-ro,pa-to,pi-ce,pi-ma,pr-sp,rn-ce,ro-ac,rr-am,rs-pr,sc-pr,se-ba,sp-mg,to-df
"[-0.04923076844437714, 1.3440455593940657, 1.0, 1.0]","[0.7598406901809083, 2.636178485576826, 2.382926393007205, 2.382926393007205]","[0.5582161962606038, 2.99472296867411, 2.310752358241807, 2.310752358241807]","[0.20240219403177748, 2.301845821291939, 1.0, 1.0]","[0.21118965169910156, 3.0360849279632895, 1.6039088361275575, 1.6039088361275575]","[-0.12441077345868641, 1.2248320496491782, 1.0, 1.0]","[1.442013529313219, 2.7029234933829356, 2.0, 2.0]","[1.4197043718667879, 3.2780454584647627, 3.090796157311509, 3.090796157311509]","[-0.3163248595642375, 2.802193281322588, 1.7196229171289246, 1.7196229171289246]","[2.3187491049723836, 3.6969320524371696, 3.6969320524371696, 3.6969320524371696]","[0.08513392099657335, 3.650147675603616, 1.0, 1.0]","[0.01244604028535122, 1.420883424647321, 1.0, 1.0]","[1.442013529313219, 2.7029234933829356, 2.0, 2.0]","[-0.40820797812769427, 1.487371825152644, 1.0, 1.0]","[0.142383418053877, 2.019534591469405, 1.6969320524371696, 1.6969320524371696]","[1.0410174688567795, 2.4208834246473208, 2.0, 2.0]","[0.1921216113925032, 3.1490250146681578, 2.307258165373516, 2.307258165373516]","[0.5446620980666288, 2.898930625047333, 1.0, 1.0]","[0.48716585626646425, 1.7854439602305663, 1.560611910581388, 1.560611910581388]","[-0.3094626148710742, 1.8582270135032022, 1.560611910581388, 1.560611910581388]","[2.3187491049723836, 3.6969320524371696, 3.6969320524371696, 3.6969320524371696]","[-0.3797975351870478, 2.455772599373907, 1.6247580176717713, 1.6247580176717713]","[1.0410174688567795, 2.4208834246473208, 2.0, 2.0]","[0.6135172820630223, 1.9217641020863478, 1.6969320524371696, 1.6969320524371696]","[1.2336961697514894, 3.5277603201813803, 2.4153274327138656, 2.4153274327138656]","[0.2920607518382222, 2.039676034937261, 1.6039088361275575, 1.6039088361275575]","[2.3187491049723836, 3.6969320524371696, 3.6969320524371696, 3.6969320524371696]","[0.7994591220300031, 2.175023496170927, 1.6969320524371696, 1.6969320524371696]","[1.0038562820969008, 2.2769393413903054, 1.0, 1.0]","[1.0038562820969008, 2.2769393413903054, 1.0, 1.0]","[-0.40925273527765094, 1.4357671988097036, 1.0, 1.0]","[0.7210282392368736, 3.5452262747791314, 2.4730695627438393, 2.4730695627438393]","[0.048902430508680705, 2.5451706333889073, 1.7196229171289246, 1.7196229171289246]"
