ac-ro,am-df,am-rr,ap-pa,ba-mg,ba-se,ce-pi,ce-rj,ce-rn,ce-sp,df-am,df-mg,df-mt,df-to,es-rj,go-to,ma-pi,mg-ba,mg-df,mg-sp,mt-df,mt-ro,pa-to,pb-pe,pb-rn,pe-pb,pi-ce,pi-ma,pr-rs,rj-sp,rn-ce,rn-pb,ro-ac,ro-mt,rr-am,rs-pr,rs-sp,sc-rs,se-ba,sp-ce,sp-mg,sp-pr,sp-rs,to-df,to-go
"[1.1641518389170027, 2.918310564863137, 2.2549875397287003, 2.2549875397287003]","[-0.35089410858143416, 2.6002727614906975, 1.6959705453537528, 1.6959705453537528]","[0.2714130358891605, 2.3253382518831893, 1.6959705453537528, 1.6959705453537528]","[2.125543017547709, 3.729595221988216, 1.6959705453537528, 1.6959705453537528]","[-0.5044036570773761, 2.2638507457499606, 1.6959705453537528, 1.6959705453537528]","[0.3806345762877247, 2.4606314990650597, 1.6959705453537528, 1.6959705453537528]","[0.22547716116349253, 2.418330013267038, 2.0, 2.0]","[1.7336375270278435, 3.720391300466923, 3.5590169943749475, 3.5590169943749475]","[-0.36473527874818007, 3.3160948774623806, 3.1105678006322344, 3.1105678006322344]","[1.6251754652767607, 4.716310595113817, 3.7950849718747373, 3.7950849718747373]","[-0.2157188399890113, 2.385052755112904, 1.6959705453537528, 1.6959705453537528]","[0.9957034011076229, 5.8771652276895034, 2.9003771731657513, 2.9003771731657513]","[0.2368815007940301, 3.693610579821959, 3.4880835029918122, 3.4880835029918122]","[-0.350894108581434, 2.600272761490697, 1.6959705453537528, 1.6959705453537528]","[1.7336375270278435, 3.720391300466923, 3.5590169943749475, 3.5590169943749475]","[0.3500003097904699, 2.139308844250931, 1.0, 1.0]","[1.7370583639246364, 3.614707132850455, 2.5590169943749475, 2.5590169943749475]","[-0.19395996657252423, 2.7946678376689613, 2.379887159776791, 2.379887159776791]","[-0.24302827760584644, 4.981821912127284, 2.456767945956367, 1.8883693858975619]","[0.43214614613205793, 5.856280631485232, 2.4252716191042136, 2.4252716191042136]","[0.4108900998385842, 3.548824623470569, 2.3622363232774464, 2.3622363232774464]","[0.921772123486492, 3.6982837345410573, 2.4991898742562517, 2.4991898742562517]","[2.313198494240024, 4.617968739402035, 3.664878081237358, 3.664878081237358]","[1.0916567613827364, 3.1493033721122323, 2.2549875397287003, 2.2549875397287003]","[2.3485562208402855, 4.27940829484187, 4.118033988749895, 4.118033988749895]","[2.3485562208402855, 4.27940829484187, 4.118033988749895, 4.118033988749895]","[1.7370583639246364, 3.614707132850455, 2.5590169943749475, 2.5590169943749475]","[0.22547716116349253, 2.418330013267038, 2.0, 2.0]","[1.387430411059314, 4.938814385162693, 2.4799450558416107, 2.4799450558416107]","[1.7336375270278435, 3.720391300466923, 3.5590169943749475, 3.5590169943749475]","[2.3485562208402855, 4.27940829484187, 4.118033988749895, 4.118033988749895]","[0.4385418975661153, 3.3950558254416414, 3.10026418129378, 3.10026418129378]","[0.8863317297016022, 2.8843552462581368, 2.2549875397287, 2.2549875397287]","[0.9318308702092637, 3.4522805324209282, 2.4991898742562517, 2.4991898742562517]","[0.1817489374749774, 2.1254399838148186, 1.6959705453537528, 1.6959705453537528]","[1.5049884236391728, 7.247185877797701, 2.2919948247712005, 1.0527758714624582]","[0.6399332870187615, 4.17095058646702, 1.6839166144230384, 1.6839166144230384]","[-1.298804640186945, 1.0, 1.0, 1.0]","[0.16457491170543143, 2.0911984381190996, 1.6959705453537528, 1.6959705453537528]","[-1.0629050103841267, 3.706407607536761, 2.3494057843923164, 2.3494057843923164]","[-0.3269982406076768, 5.575541048057502, 2.3637163252306457, 1.6928959319807086]","[2.302599206053697, 5.423806698664752, 2.5627873632271205, 2.5627873632271205]","[2.071626772759871, 4.9302952089168715, 4.354101966249685, 4.354101966249685]","[1.517160038527007, 4.821464791470865, 2.2471584623980845, 2.2471584623980845]","[0.27141303588916044, 2.3253382518831893, 1.6959705453537528, 1.6959705453537528]"
